SEC_NUMBER,ACCOUNT_NUMBER
5470e30d1d3b7701b1551a0f0f5398f3,075e16d5d871f47c529e09a5fcf27499
83fd4d43b25de4ec394e3c481570f7b2,080044d418a2da35e4354679ab6a1daa
93b03b49e68424865b979795505dfd5c,080044d418a2da35e4354679ab6a1daa
aba04e296352ce809e69095a9317cee7,081125bb16e68772a01c5bf50d059396
3020eeb40643495cd7b98a854ffd4a14,0857d25070da6132434903d8f7e5d2dd
d1be6c5b6c17364c1a43df2055121d23,088f34435e6549a864512732b64dcd37
9957ed6b37be85ed3a925c7ac88d70c5,088f34435e6549a864512732b64dcd37
01576ae226b8f69a4054af64cea8571e,08aeb20842b4aa5b9354472dc44387f2
ac0109ae552c00e2ff96b299a905da11,08fe8e8803840c424fa0a2e8b3b17870
746cb76f33bce77ccb7c3fead9530c95,09572f3d3a62aebfd23989a688ce5df4
8cffe73a1d5a888e060621f746edbb21,0a123914a60efe7ddbc1ef0e0197721e
c3caaea15f37b0c628faf8d585ee1177,0a5ff4429a660c6d1cc796bfc90bc43e
af9307b2b428bfbf1cf0fdd794f270db,0b1c2da0d3c19c28688dad247b169c92
2b7a3803a04a305bc751fef7976eb59d,0b2cc08fe123ab5fa49bc1fb3ecc2900
21407afdb6b91be681648f4b5ba57c00,0b7de07dbfcc234c421ce345be192389
26277fff69d88781c0def10f7cf77080,0c06768094b72206be91ba48c3c40180
7d455ba8c808efab99a5578164e55a86,0c06768094b72206be91ba48c3c40180
37a16f4b1b16cc9b64b7569249ad35d9,0c4e713c7e61c2872d43ee924f1e7c10
8d190ba16b45f09a083dc51cf9f047c8,0cf40db68d5536683e84d433c6539f37
4e807d74402f9826d5510119e2f39b64,0cf630514f6d784630bb3b0676d63ba3
522a265c9d880531a5647c2b8c3154f5,0d4148936ad6748b038378de4b4a448b
891b9a6a7404b54365a5987e0cf8d710,0ddcb053d427208cc490a5bb48d8c815
f6b7e71373c7d6a5bbc525073fda420b,0e43d5eb1f2a6c7a505718310e3a119b
6be3c2d23e9566e5d1b2cf2443ed27cd,0e7066e1ee512fae750cc3112b9bee34
a7bfed53cdf5aab438f53bc19c749a3c,0ec859da943d735e9249d9d0ed95bb57
d28c54c3ee3adde3cd75d57edd0d8a62,10aea1a1d367921873b5c51c367037ec
7d86ee0605aa714797dc18182b0a6fa5,1142b86896ba32555f96b10a309e2dd7
ed2082631ec16e65ead40908fbcfb686,114f510e3c5f759789394a4d615dac41
184d865db12222bc67e657ea19e12bef,115be19cd7369a60e1eeddbd94cd9b1c
4098a1ff842411c593274e2dd25df980,11680d46acab3981a1ca0e1160f64eb3
9e597f1bb4f2e0d62973793c4f53cf65,11680d46acab3981a1ca0e1160f64eb3
609c89c8f5f046b3a994103900e3ee75,11680d46acab3981a1ca0e1160f64eb3
820977089518580f1f8e244c4443ec3b,116ff1fa7db1928b7ef48c08c07f1873
1e216c2a201f05ff7362923bf3572248,126fbb18bbe56aa0e8317d4067dd196a
61f4fc11fa5465285419317079303da8,130289193ec0d055c26b38bde1c221c4
2fb7b65926caf4f15ea051a37314785b,131bca9cb7e6596d49f6b3af81005649
16e218d9eb6a6ad48f3597e6595ebfbc,13950c273398e31f2b80ed15f243f871
579075abbebb7281fc7832fa08127860,13e743a0d8fbafd262eb88f2c557e9ea
a5d93c4980a71970378d5ec854e8ea46,1434b6b17147f3e275308a4c981a6e06
bd1f87e776b4642ea844845a30579b00,14d161fdbe7cb995c7c8d4d394c1aaee
497f6e35fca31139180518f33ca875a9,14f2e6cb7e7283d37bb5b302b09ba013
3e569e3bb69700315349f90d43db2883,15374aace9e5b939147f5f9575f365b5
129643d2151e16b4d8ce51a5bb975912,15757342b5a9c13f008842d8559e9ce8
86289ca4d35dd8f573fe8c7b201f4983,159afe7d7020b217ee3f0c78f9571ad9
575e82f8d9735ae096d36319ef4f9c08,15ca01ab392b9440cd306ed285ebe96b
ba9182ba3db4d7dcae2b7f010956c09b,15d665ed9a1a1c202f986b7f2ad9280a
9c3f729799226841efc98b409850a0c1,15d77470139cdc44475ff267331c8347
4e584435a284cf492b712ef1516ebd4c,15d77470139cdc44475ff267331c8347
f8be7b0a9db2f93323e2c27a5c57416a,1601f4bac5ff1b3fed6e6e6432429feb
25f9af6d544f169cc3e0eabbe354e229,1640ca131ec34a8c126a0d56a27c1bd4
fe3730d16d1ef628369e87f851b9f379,168ece8c23343565b4eb82ff3a0bfb3d
de17b8142ada4e2601f8ce24750b613e,1778207cf98bded2ab6b535e5bd9e17a
95d0f4824306a132137f430da5c858f4,17e88e80a4a89bacd444af28a66c4be6
e94ca8286eb8d44a82c41a89b33764c1,17e88e80a4a89bacd444af28a66c4be6
32307d490af9dbc41c8b6083130891f4,17ea513ce0d47a312fd46d4a6e7e35c0
ad5cf6e76aa4e5281aea88391d095888,181020e4745301fb6e7ac91409e110d7
9f0f34b86c920534be61262b348d21d3,18e394209b7f4e2f224fe9b21f934538
cef3ab1a4791820b2a73b552b1ef226e,18e394209b7f4e2f224fe9b21f934538
940ed16f5f0b935030e88b3b472a5228,1949682efc1878de227a7397a33b397d
6001ef5c3face0f2ddb3f4d324c33243,198a3de9271656e0f8ca32290619c093
a46bf91e24e727eb8238ccec88b82354,19dfc8e12067dd890d54e6cbdb55e3b7
f5ed7f1056390108128ba6981048518b,1ace7ee4e095aac7b7e734f48407a3f9
7b8e9d9fd20df31aad485a76589e3b8a,1ace7ee4e095aac7b7e734f48407a3f9
98fb7f7793f0eb18fce8ecc7b0d8dd12,1b5e27ce75610bc0e6be51987c61e051
59eb379b81c3a174fea85c0f05134dca,1c93178775d6f0bdf11fd0830fcfc9ec
cc7cc50282a9596e899f12ba80e6bfbc,1cedc96ade329a3cf607c9ccc4fedabc
52641d05dd93e83529838f78055c24ef,1cf0860d784838eca5c432d149e98e45
c73ffa9b076b07628e026517912f68cb,1d1351c3d5e77c86c9afa5d4db5711f5
b61c917e828b9ec65573a8c03a5a5669,1d318ef7abf54ae674bd7efa2b1ffba2
d5414e1318500c446d2b97c33c8e5626,1d318ef7abf54ae674bd7efa2b1ffba2
4d8b4360e95b7b79891f3347359434fc,1d808d1a9365864b6159e239da3e8b92
654f685bed3c0e8323a58835e96f46ce,1d808d1a9365864b6159e239da3e8b92
5eae864b45c7d59cc8a67be0566e7454,1dcdeff22ecd2a0b59bb5becb7fc02d8
c9f3da90af4d9681110b672eecbb565f,1df08857c8eac1ffd0fef367d4b96995
6a6921f259f4c92459bef7a9d2ec9713,1e1ad32e79b64f3ce50de200f07f2daf
f37b6785ea8177502ef10c184619a3f3,1e1ad32e79b64f3ce50de200f07f2daf
69f689c9588ffdcbd1374b0581726e72,1f3e887ddbd8d49068e7b2bf095a760e
23798b9cc02c6815249615f9b87247a0,1f9ba1b34c62bba08b8fc282ace8c0ad
0f5b2665012ae2931164a99c75ec61bd,1fcc16511f980ad911642a5866f4cfaa
e310f77a10a112abbf3ad2dde53cb7f3,1fe414468e6273717ed6601b38318723
b3e4d9247532f51eca5f95d5777a4c8a,1feea37a5673a69996ed8318a95156f8
9459a1b83a4729a6b541dbfdb59f4d59,1ff75bcfa0cae20b2d5bab9740bbc4e2
cd63d9d932ab73c74653966aa0416aaf,205ef6865177cc6552c3987f678132e1
b58001588cdf9fdef53490f26bfc0340,20c69eedcf6c1084ced275b9980a770f
1e6da9f3425ed6c59f52e0b68d9e99fa,21f44e8f595a00dd974ba2699d189309
bf7507ded7dd5817cc1ae97af5cdb058,224407a40402e39a0cf3a223f5b9e04f
8277073181fa08b60502fc8705762ee8,22e217ae203f13aa7158e58782f8e559
d6be13f87bb0bd98055bbf687c554cb8,23ed12e39d66568cbd685eadf1788e49
072f4c35b3934bb0e5a51ac42bd6a37f,23ed12e39d66568cbd685eadf1788e49
2897656ea377e58fb1af08554ed019b4,23ed12e39d66568cbd685eadf1788e49
bb803315067552eaca230710da2bc059,23f1ab0bf896967aa2d7a1231581b7c6
d6b85eca4659a17ce7f827994d6d662b,246ffb06669c7d2d5fc1d0ee91d2be70
cb27fdee349ed42b8afde8b92ff7c47e,24e3026ce253576209ceeae3c7b79c2c
7756cfdb521480405770161ea1decefd,24e3026ce253576209ceeae3c7b79c2c
72ad8ecaa98e6bae7d4e625ccf644e52,260926619037923c3a200e3a02be73a6
3611d51488ed50122f10faf8e8891abc,2619c19c4bdf14a0964c6470e7ea6f84
efa621636a81f20f2c7c3659d7702af2,2675fc0b1bcb6109f4ddb59e76f67e29
457a55b595622daa070c57763ff7663f,269b501cc41558875378c311188abbec
daf5c2b5f2de0ca1617912fda93ca437,2760eda0c598c3999eba1d545d24ff63
45579c8d4589605a2f052d9ada2db14d,2796bfa4a6614ff8fedd768ed0bc7118
427ef859d110ad3e2bb9989b24ba4cf8,283a3dc3046a81ed274b2d2567ed5ecb
0f8ab70ae99fcf7ba533059b7acd4311,28481cacb40c2ff236c1f67891ed3693
3e42714c9c57dd8872bdd040498a13f2,284e91c76cee7b1e61be7626c5bfa705
3a713a608d91179e6be6211a843f9ab8,285def31f13fa5e258e145915647e047
ec0dd655afdc105f83e880010ada1b78,289bdffcf4268c91cad62032fdc15491
efb34cd30c91b436ecda474c89f5073f,291270972176b944b8892b38ca82bec8
2c061d651d6d7c8408a84715105c03b4,29671104270445390c50c484bf8ef96b
b333240de44f7100710849bb8c0c71cb,29a8eed6fdccf58a83a38995a53366a1
f5c7c0ec43b8e19bd313135212952f78,2a421397c375d32a1703e05fa6c795ef
84e7e29ca390d387d30d8a61fc91e411,2a4c176cc9fdae0f6c9dbccd06eca5d5
ed8fc42adbb8cb47db440a51ebcacc7a,2b2edc71fb9e6eb7fa5ce3a92cbed76f
d89bee98a333ab7c6d4d3fd64fe3cd1d,2bb2d48ebcf95f4ef5890071dfcc3076
c7934bb3330c3c3002906620ff22abdb,2be4696b6ae1ab7ff2b3490966c3b0a7
a466e00eb3711d7029f931aa3ae765ea,2c5dc3f54814fdd031b5aa531ee1744c
9e0cbea7d3319c6c94c71dfb93c151b8,2c7461b45139c0bedf0273437f53501b
37214f8c984b88a66d4bf60fb8e0051e,2ca647753ffe8d54bf77c19c90d8aa43
bc9e7d928b0a0cbe187690b96b4307ae,2dba67adb2aae58bb5220944e9a8c556
fbf9b49a7fd59d1fc51bd7fb7327c98e,2e24edea4584f274f7856aa3f5435ca3
ccc42d10726c4b9e118c453b4bd19bf7,2e289680de01164d48331851cff743a0
0f87ac3d4740aa2153e89674283df065,2e289680de01164d48331851cff743a0
c7776a0b15da09dd83d9f60ab87b6043,2e2df8681fd8397acc475f99d0091f37
52070a8d719353349a121cece5da545a,2e7a39d63b2830e351bd0549303a5b75
4960615b4209a8b3100f5627715da1b0,2e929bc60004858f47cd04ce0e642866
66674d6425f75f454a1e69a4416fec62,2ea09bbd110445269f88a79a79bbea15
ba9e6c04b074c75115bad439117357e3,2ea09bbd110445269f88a79a79bbea15
d0e4c3d24a7dc0df317adf41bc4d428e,2f4663dc9fc3ebd7b710f338bd55fa06
42e877141addd24768151f772287ba2e,3059bb06f70804b7d126053782931d01
8a690d50507eae3285e9cfcb5db5a51a,30a1570b3721880b07b1f438365ed84b
c6c5cc5f9d921fd0908ad591f6208ca4,312b336bed48e39e113703db9380a169
17c327b90521a2eff714cd1ecc642369,312c189ff7abb7a9d0d340e01edd3032
a5850eb6bae36ad03a80d34f5b420a22,3143488242a499e999d2a0ce6c986b31
ff4b660d4bfac3403818ace10036c402,3170c2246d220004a3f3ac5dbb6f1aca
819723101ec2c103ee3f35dbbd63f0e1,3180a09a72265bbdce6ea57408edf33f
d5429c1bff5d6027d53d866c3a93abab,3180a09a72265bbdce6ea57408edf33f
9dbb5747a1d88a17d1e1b19f38a32002,3192eb362194dc70819d9cd157ac4806
c06e8fae867c0dcc029903296ecc039c,3192eb362194dc70819d9cd157ac4806
c1aabbf618c7b7d5f615b95b80fdaf7b,31aee80fa8a9dc49c37a9044170005fe
af4c7ae15b4ddb82bdaa41add82dde2b,31d7057d7374fe49345a9e666e67fbd1
2896ac3a55b725efa68ed2e3d48bca96,321f16698e6dc0abb745f8b4e65018e0
dba160b3db352824e0ab1714c158ee5c,3227eef8b0549ebaad9aff45095ff07e
ff71909e8620de346a47f4ede09cc91e,3227eef8b0549ebaad9aff45095ff07e
4e3478dfd1dbd1543da4cd9764ff1aec,32774ddbf00336f87b4533b1434bd34f
2e8c78eaae6af7d7bbc47eb2e6e5207e,3278a8aca6a622f0108c4fa9dce79d09
f6b2b95985ee43c11d71218acfea02be,3290c97ed8f2bf6a65a854d2ad98f01e
61dcc7a859c4a5c3034bf3c94467152e,3290c97ed8f2bf6a65a854d2ad98f01e
9a44a78c59bb548fce68b71442dddc57,3380f9a3042f10753b8da005ae5a1cbe
74870d30432bb2c353e8fc87c2e07435,33bf8844a711832f33aeb23721ebde59
4b8232879904e2b4d993c9471e6a1b65,34490ed24fae5b6de237c3b5b990e803
f7bf392fbcb994df29ccdb08e45f4bcb,34490ed24fae5b6de237c3b5b990e803
5ab6b7afa21e40aac0c6a5c75b2cc964,344e8ea306216e6994130d337797e7e7
debb29405914329ff36f963d2f1b8b6a,34723fd2221ef71614b21c7c3a44e090
f959e269b23bd963627bb2d4a0f5a15b,34af9e743d205f77dbc4c8ce9333f06b
4a6d23857f6a01ca0d3ed58540872027,356bdc831ba74252cbf5514a32eadaf9
a7095c6149d63557f72f23e28177d4dd,35b164f6fd954ed160eb8f1dbdf9945b
122ef8c02bd8bbfe6525e463bc31f103,360f9cb84a3e2c7b0f7a1c24ad8dbc49
d525cf46c5d067a1bf10ba2261f3a173,3623ec2715bd0a47c84cfffd567e1916
6b761f943055a5e43e841d9dc3df72b8,368bbc581a27968fed637cf82f8f9c49
933abd13ba6da8f6a8fad256bd16b489,36cb35e655c9e9daaa710fd3f0c197d1
d5a8f2c4ec8d41b636a9e7f57569a6e7,36d05ee224d455f7a3ba28db9bdf89e9
ae1bc8f17ba76e1c5773e3cc5737e587,36edf854fee7bbb867dc957fe7d36b8b
47aa7ff51bbf6d1ca2a747249048aae3,36edf854fee7bbb867dc957fe7d36b8b
be0d8e82a66a9eacd62ffe5843fad975,374a52eada9423e8c14b1cc473b1553d
4874f2f25eb30803ebad6fc2797c84dc,375366beccb71bf4de0778d2e3e78de7
6632bf5f525dfdd4260df7ed69adf09b,37dbca90b20234e04490b1589614d86e
2dd543c03d2299a7226de58e131e50fb,37dbca90b20234e04490b1589614d86e
aff2e37eaca9addf05f2c34b780f3699,3823fd84d5225d889fd90ac3742a88f0
b12a9294c4a8be04a34380cb6ec16d19,3823fd84d5225d889fd90ac3742a88f0
fa930de8fb2beb90c42bda10439d542f,385af095d3276bbe740e040ddfb3ebb1
ee9a684cff69bfef2132faefda2685ed,385af095d3276bbe740e040ddfb3ebb1
8b7991e9670278e2ee98b730524d5440,3878057361020ccfc89a5f9efea5587c
991f66091219f5bf557d891d44ab8b35,3892b0f573f22660e9564d7952c8a12c
548b6df3af277b64cf0cb6ee4b81c5b6,38ec6540c870f1f8c36e0cadaa4aed3b
de6f75ddbda54dcf05cb061b845e911f,38ec6540c870f1f8c36e0cadaa4aed3b
25caf8df71cde3025698dd2142ef9d82,397be592cf9b50e4a0cf6c87d6f18089
e4f809891abc418ba5ca19a0125975ae,3a243e88fea279339465e9cb4465b4e6
38d21583dd4e6369993c449a01e46e0c,3a243e88fea279339465e9cb4465b4e6
b44d43623d7221ac8ef882798e3216bc,3a243e88fea279339465e9cb4465b4e6
14cf251f5ca6d6729a899e578371c068,3a2f5436d6999ad738c62e011adfc05b
fad5476d055a26a0cdf02ab18a090fac,3ab7bf1fd5ad4c4f98b2037059ed620a
14490ad39a6c889a5d0310b84014c195,3ae5046375991084dc259417c4d97220
13a6b8108c0f79180b277d1de81447f2,3aff50d9fabd3648c3036b729486a3dd
211f351a72ffc13177c025bb60287a1e,3aff50d9fabd3648c3036b729486a3dd
17aa570a7bc5bb2a8a3128f859a24b7d,3b6fc2218749a4995af1938e45b21176
74e234cf47ce589b33477168e335bd75,3b6fc2218749a4995af1938e45b21176
d92226e4e7db12ebbcf1f4026340cef2,3bff37cbc465c64b7efe87d131ed9954
67f560aff9e82c05208b5859ceed5bf4,3c01e1e2aceacaf16b05c498319c37e3
1a05baf627e0afc562eb18381aa01a06,3c28a0bb6f529d21ab7784a8cab8961f
151f1d6d3bf7aa4c0e3c65f2ca8d7d5c,3c584245707566f87e87a75fae49d0f7
774fa8d3d95e3f6eac00c796199dc355,3c584245707566f87e87a75fae49d0f7
d6fe6e12906f664619acdf8d59678585,3c9424ff520ed1993407077ddeb3628d
fe47ae92dad9679bfc5dae325839e13e,3ce223cb401190b2726a8bf24ad83deb
ce922a0f523d2bf3d618948c001bca6f,3cefc449e21f01f5186c9192bca73458
69aed7853b0709992284d85f990dbd80,3d16ef94433304cf7626956a33d899bd
4735124c07e4b81683c5917e970c10f3,3d16ef94433304cf7626956a33d899bd
3af1b25b40ecd9068aa375e58e60ac38,3d2712566f9f6417d8491ac6fb035881
c87b13613340d816b16f55d7cbbcf8ca,3d8ffab97ba08fba5110d8ec0903b66e
b0e115adf057d214127b719230eaf06e,3d922d9a80eb1add58b2ac4e473baf74
eb1ad4f793ff9158869d849201defade,3d922d9a80eb1add58b2ac4e473baf74
190d028e7c362a895fe3c41672979dfb,3dec125b424185ef64519a29f85c1375
6c6af2f7faa51a52c5e8e2a48b50598e,3df6d72711fac5a500f87229a7a61ceb
4b074824a18de62c02d487a8775f4bed,3e2419e5b5379d4641faf5d4e0d72e8a
d7036125ee0ef100baf2b3dd9ad679f6,3ef9ecb8473aadf8c86a72a9fd8a58bb
49781b90b09db1c685719a3e01ae7f88,3f0a36bc931a9f998d397336dd9024d4
3a25b20d19657538f8ff8c02cb7ca59f,3f8fe0782614abba1388ad9dfd75d731
8246674e7049f9b875bdc38a95267b16,3f8fe0782614abba1388ad9dfd75d731
a5ae6458911eb24ebd4a2262692e5c0c,3fff29366666f4bba69f0440beed448a
782d20e256e70dd30a57e8e06d1e1db3,40f69da0c98a30a8fe7b97739b49b08e
a79552b6564c6a6dfd3b7ec7ab38f81c,41ce714d0d6725f566150f1ac05c8788
790983b6ad42371e61af50a247eb7d92,42e31fe2eaf7a9ddbe8eac1719016c25
60ac7c34ec1f6aa36000c1b295b45b7e,435183ea1724a848ef57f2bdcf4a28c6
011efb60cab6406e8980e18a3f2f760c,435183ea1724a848ef57f2bdcf4a28c6
51e8c9a9f452b41a23eee7c384876585,4364d59ade7b9707cc631cf3bfb2b3f7
cb12c8332cc13d55c36ea3699f984301,442a5435515bf71961bf43862d833730
75ed2971e0917d9f6e88436c47f31382,44a9a888ad24ad00b2b7c8e38285ffbd
b1312c24fbc41cf823e82790d064b886,44a9a888ad24ad00b2b7c8e38285ffbd
ea75f4bc1113124bbe67b7dc8f4d435c,4543eccf8c3ff1afb72739241c44b112
a44a80438d1fe335a3cd9e179ff8e119,45c87c239773768631e4a15bfd678dd3
ebe36f86004db3d910f4b1560b0a2b32,45f49c8c09e97d5dba7d24ebdf4027ac
3e1b3cc49631b94c7008762009aa0664,45f49c8c09e97d5dba7d24ebdf4027ac
bb372eee663fb9b72f0aa86bb8189f3f,4618117a2455c83a94cffb5f688707bf
0611dfa29e9ed9253fb69ccede58e879,4632bcf8817b06a716c25d0f756c44a2
736ed1d27b4370c904ff53d64121374f,46389289a90fbd1810a690c825a7c5b5
0aa9ae59099d90ee5e8501c235f2a600,47970421b4272484743be2ba0e9a5ec5
98f5aba7ca3aae8eb3cc95c92cb9e6ef,47fbe275dfc9325128a5e08937c9787c
df21f7b28ea4a35a725c6bc5894ab4b3,483c5a8a466a80f84f814096f6916abb
0399f28a219c88fd9669786f651f9cac,484e1aa8c1f26e523a4bd4e0ff538f60
7919c33e9dc0b6b98535619579abd5f8,48a5607230a21ea0bcfaa0ba7291ea26
936a4db637310d198b1c1cb72feb4919,48bb7f8239cb9bbbf6728fab7b48fb1c
9c2ec9515c31bafb5e774791178e469c,4998e263bce4dc8a089bf91825eb9301
70b2ccc970b42856fae3e56249fd100a,49d004fe19dc623acf9e41a134151192
09a7d5b485e31592cd7f18aa80e542d7,4a20048160961b35f25120e87c49f3c9
037222ee7dd9e811fd1c8c7116ae8a33,4a4c38f2d4aa99b672fb477378bddb25
40340a4ee9506ecce33c80dac4e03f63,4a4c38f2d4aa99b672fb477378bddb25
1afc33dea0c94bc0de3f2cc2960bf4f7,4a8ddff62e918cb42e73694c9e07ec0b
e76c1bec0e2b5608cc8004adb9a69203,4a8ddff62e918cb42e73694c9e07ec0b
8cb3a611166fc704c67b9c7aac8aae0c,4ad50c82cfc6783f433d7b52171cd32b
45d5fb7a09a2193bbc3b5e26fb6b9708,4b139ada81c77f4bdbf4eaf0cef4b90b
d61eeb3cca488431678d61cdd34988fa,4b5c4ef031f6902feef33cba4bee50ba
1f7066efc9bfc0460081823289a6537d,4c9fd849f778f911124917eeb9e665ce
0f5b4bf3053901d83062352ef135a563,4c9fd849f778f911124917eeb9e665ce
4579639b0972166ae40d2067782855c6,4cbedbbc91f6d3840a93c06f6ebeefdd
e58af4cc1072cefc2a2bc5ad48c6bfa7,4d0c20ef1796c47bb9fccd3354f0dbb9
c07b7c9d6f0f5563dd11a10c67b2959c,4d12cc2a6b16ec57977fdb50be2b0258
f4f269ec97e8286fa65ec9a4ff19185e,4d613c0c71c4ebd4c3a0e67879219aef
ddd9d583a4d51bd367556c6096db6db9,4d613c0c71c4ebd4c3a0e67879219aef
18488b42bb26eb86bba2d162d8896211,4e044af67612506e64da8b5f15781536
648c72e69fae7a1c8bc46d1caa0ffac7,4ebb22ac334d7bc4af5fff81a0d0b632
5a2352a136f93a0b69b21c36f5233e1a,4f03fd756a8e4955fc4d85903f65a31f
f2b43f25134db2e0db28e390a56fd5b0,4f1071cb9569db0929b571e49c869e7e
b4e03c5d83e52d935283531a39d55d51,4f473beb3cb524cf8af2ec6ce65fb4c8
fb231545468fad27cd519ad13eeea91e,4f520406f2e0eccd9ab87ca5ab18cc25
a9937a2f7abe138dd03fb12df09ef2fe,4f76f688d76acce170a8a231432fc352
b133b7cf49c0d4880a0a786cb66ea365,4fd87c43197f9765a786b8157b4c53bc
60eb09bd1b949bfd9c94a40c30a12077,5027d33e86ee5d6847c1ab51426d21b9
47948ee294bea9c66156f96b48ded04b,5031cb7bca037a07dfd093726871121a
710d83c49f47d0367911d6c726424b5d,50523bf563665b9d5b656f2e81b876e8
60cca011ee5110ac55837cefc9ac4f40,5145ba479c78375bd5b23b119f547e9c
1e7e0b2e031b6f40ec85edf337b54811,516265f75e58e766d74cd3710fdef6c4
accd2e807e2a775d26245bd2d75da744,51af30650cdd37c3db710566c75c158a
335d17d470d57db38e98161f63922fa7,51af30650cdd37c3db710566c75c158a
cc03cb05f7470f4abf4127542a1f21a5,51af30650cdd37c3db710566c75c158a
78e988e4a74fa42fcd5c85228a9bdc75,5288c4ea9046d1c8255c2d3368e57d56
928ae540fc7c005ff5ba46738351b752,54785ab74fdafaafd85d5db8fc1bc228
6c951f958db89f8bd205932e2270dd6a,547f3e756084c02989f812e28effef9e
99148208ebffefca6fb2f718af559a56,547f3e756084c02989f812e28effef9e
4b52252a301eee4debcfc2e5cb488f30,54d98463ba8178149edb89e3fc0bb15e
4ec9766c330586a34200bdd7e8317c06,54f009f2fa6858913a893f65024d1d86
b2a0e81bbb9bbfaf1750a41c90b49ef3,5580c73cdb054bd2ff967ff4b8593b22
d149ca841cfcafaa3c78166a8a60b9de,5586b7198d1da0d780c3793e9785962e
b188a353da42af13c1bfa5d7f15af165,55a947b1b7c251255ad4c609dc2201e6
e80612d0e36baeea83778648ace7814e,5610393f7e2ae6f5124e9fd312ffcd99
073ee0c5fe0d17c926998618b3cea501,56dc045a1dac7ecdc41788b52fdaa574
484110b9e2e503a2a11f2ba23f607abf,56eccca9713b52db30641182d6098c4e
b183eca4968363be066041a6423b8a37,56f5a921516b8e9b2852ade2f1b3ae46
f42794695f83b46bb09366fdde21dfc4,57d24c9ec9bb1cba7a580cfbcaf57a3e
be55888aa92cfe08789c339652bc304f,586c958a80e3c3b2af1ebfdd8978d233
3d91854e3e0a5726dfba379b93d5bd3b,586c958a80e3c3b2af1ebfdd8978d233
9b252df287527885c3654c8a2b3c66a9,58e8d62d9f83778cab42f8e8267b33ed
82c0bad19b103c18a903d532057ca7c9,591909b76e01120f588396a3da60b463
5b58f11f35175281bb761853d1e129a5,59d86fe82d935f559ea3a88e2069659c
2864d68e1b6bb500f7662ab7eaf18b03,59fbdb63c920f8cbbd4f05846b3f8f74
2352ec5f733cff32ec9e8a5ea9dbe501,5abcebf38b2cefded2680bf32ac68448
368b089377bd9975d78ee0bb9120e171,5b1a865339e534e2c8184bfbbe109cae
c931f76ad8a5a8f38f8308dec00a95ef,5b2282d93c1b768ba838cc60f359f451
ef10ce2636c4761795883c47836e1495,5b67cde960a2ebd239ef5bb56a67ce2e
0acbd237cdfdb54a2307a4b01a33c519,5b99b15ad379d87361566662995f7077
7686d79bfdc012aa59ab1d2614272eb5,5bd3cde8cde52142f93a2ff1f258561e
b37efc51cb5cf42c28b9fdb3bfad8455,5cd8ffd4a18385fc5da320495ffa41c4
454de4dc95e585911b044537d029d45b,5d8e585450d81c3d8057a37e008749fd
91fe0a9c2cc23fc534002e5f8c1439c1,5dad92cea38f5783b7ae5ad12e8dffe2
